Geo_FIPS,Geo_NAME,Geo_QName,pop_18_in_poverty
30047,Lake County,"Lake County, Montana",1965
30049,Lewis and Clark County,"Lewis and Clark County, Montana",2031
30051,Liberty County,"Liberty County, Montana",111
30053,Lincoln County,"Lincoln County, Montana",1023
30055,McCone County,"McCone County, Montana",12
30057,Madison County,"Madison County, Montana",118
30059,Meagher County,"Meagher County, Montana",65
30061,Mineral County,"Mineral County, Montana",220
30063,Missoula County,"Missoula County, Montana",2968
30065,Musselshell County,"Musselshell County, Montana",157
30067,Park County,"Park County, Montana",376
30069,Petroleum County,"Petroleum County, Montana",6
30071,Phillips County,"Phillips County, Montana",93
30073,Pondera County,"Pondera County, Montana",413
30075,Powder River County,"Powder River County, Montana",53
30077,Powell County,"Powell County, Montana",141
30079,Prairie County,"Prairie County, Montana",55
30081,Ravalli County,"Ravalli County, Montana",1428
30083,Richland County,"Richland County, Montana",49
30085,Roosevelt County,"Roosevelt County, Montana",1236
30087,Rosebud County,"Rosebud County, Montana",451
30089,Sanders County,"Sanders County, Montana",349
30091,Sheridan County,"Sheridan County, Montana",79
30093,Silver Bow County,"Silver Bow County, Montana",1365
30095,Stillwater County,"Stillwater County, Montana",223
30097,Sweet Grass County,"Sweet Grass County, Montana",37
30099,Teton County,"Teton County, Montana",292
30101,Toole County,"Toole County, Montana",106
30103,Treasure County,"Treasure County, Montana",29
30105,Valley County,"Valley County, Montana",231
30107,Wheatland County,"Wheatland County, Montana",123
30109,Wibaux County,"Wibaux County, Montana",71
30111,Yellowstone County,"Yellowstone County, Montana",4282
31001,Adams County,"Adams County, Nebraska",1234
31003,Antelope County,"Antelope County, Nebraska",204
31005,Arthur County,"Arthur County, Nebraska",22
31007,Banner County,"Banner County, Nebraska",8
31009,Blaine County,"Blaine County, Nebraska",28
31011,Boone County,"Boone County, Nebraska",45
31013,Box Butte County,"Box Butte County, Nebraska",418
31015,Boyd County,"Boyd County, Nebraska",21
31017,Brown County,"Brown County, Nebraska",134
31019,Buffalo County,"Buffalo County, Nebraska",1420
31021,Burt County,"Burt County, Nebraska",254
31023,Butler County,"Butler County, Nebraska",150
31025,Cass County,"Cass County, Nebraska",428
31027,Cedar County,"Cedar County, Nebraska",185
31029,Chase County,"Chase County, Nebraska",141
31031,Cherry County,"Cherry County, Nebraska",75
31033,Cheyenne County,"Cheyenne County, Nebraska",262
31035,Clay County,"Clay County, Nebraska",218
31037,Colfax County,"Colfax County, Nebraska",424
31039,Cuming County,"Cuming County, Nebraska",183
31041,Custer County,"Custer County, Nebraska",432
31043,Dakota County,"Dakota County, Nebraska",1463
31045,Dawes County,"Dawes County, Nebraska",292
31047,Dawson County,"Dawson County, Nebraska",1077
31049,Deuel County,"Deuel County, Nebraska",27
31051,Dixon County,"Dixon County, Nebraska",161
31053,Dodge County,"Dodge County, Nebraska",1563
31055,Douglas County,"Douglas County, Nebraska",23132
31057,Dundy County,"Dundy County, Nebraska",69
31059,Fillmore County,"Fillmore County, Nebraska",97
31061,Franklin County,"Franklin County, Nebraska",118
31063,Frontier County,"Frontier County, Nebraska",54
31065,Furnas County,"Furnas County, Nebraska",128
31067,Gage County,"Gage County, Nebraska",582
31069,Garden County,"Garden County, Nebraska",32
31071,Garfield County,"Garfield County, Nebraska",44
31073,Gosper County,"Gosper County, Nebraska",24
31075,Grant County,"Grant County, Nebraska",35
31077,Greeley County,"Greeley County, Nebraska",67
31079,Hall County,"Hall County, Nebraska",2820
31081,Hamilton County,"Hamilton County, Nebraska",156
31083,Harlan County,"Harlan County, Nebraska",100
31085,Hayes County,"Hayes County, Nebraska",21
31087,Hitchcock County,"Hitchcock County, Nebraska",92
31089,Holt County,"Holt County, Nebraska",185
31091,Hooker County,"Hooker County, Nebraska",24
31093,Howard County,"Howard County, Nebraska",91
31095,Jefferson County,"Jefferson County, Nebraska",139
31097,Johnson County,"Johnson County, Nebraska",113
31099,Kearney County,"Kearney County, Nebraska",268
31101,Keith County,"Keith County, Nebraska",275
31103,Keya Paha County,"Keya Paha County, Nebraska",23
31105,Kimball County,"Kimball County, Nebraska",103
31107,Knox County,"Knox County, Nebraska",248
31109,Lancaster County,"Lancaster County, Nebraska",9128
31111,Lincoln County,"Lincoln County, Nebraska",802
31113,Logan County,"Logan County, Nebraska",41
31115,Loup County,"Loup County, Nebraska",6
31117,McPherson County,"McPherson County, Nebraska",30
31119,Madison County,"Madison County, Nebraska",1666
31121,Merrick County,"Merrick County, Nebraska",255
31123,Morrill County,"Morrill County, Nebraska",114
31125,Nance County,"Nance County, Nebraska",90
31127,Nemaha County,"Nemaha County, Nebraska",128
31129,Nuckolls County,"Nuckolls County, Nebraska",168
31131,Otoe County,"Otoe County, Nebraska",731
31133,Pawnee County,"Pawnee County, Nebraska",203
31135,Perkins County,"Perkins County, Nebraska",43
31137,Phelps County,"Phelps County, Nebraska",260
31139,Pierce County,"Pierce County, Nebraska",144
31141,Platte County,"Platte County, Nebraska",1066
31143,Polk County,"Polk County, Nebraska",129
31145,Red Willow County,"Red Willow County, Nebraska",372
31147,Richardson County,"Richardson County, Nebraska",272
31149,Rock County,"Rock County, Nebraska",14
31151,Saline County,"Saline County, Nebraska",603
31153,Sarpy County,"Sarpy County, Nebraska",3416
31155,Saunders County,"Saunders County, Nebraska",566
31157,Scotts Bluff County,"Scotts Bluff County, Nebraska",1474
31159,Seward County,"Seward County, Nebraska",161
31161,Sheridan County,"Sheridan County, Nebraska",373
31163,Sherman County,"Sherman County, Nebraska",109
31165,Sioux County,"Sioux County, Nebraska",36
31167,Stanton County,"Stanton County, Nebraska",52
31169,Thayer County,"Thayer County, Nebraska",145
31171,Thomas County,"Thomas County, Nebraska",11
31173,Thurston County,"Thurston County, Nebraska",858
31175,Valley County,"Valley County, Nebraska",65
31177,Washington County,"Washington County, Nebraska",527
31179,Wayne County,"Wayne County, Nebraska",66
31181,Webster County,"Webster County, Nebraska",121
31183,Wheeler County,"Wheeler County, Nebraska",47
31185,York County,"York County, Nebraska",398
32001,Churchill County,"Churchill County, Nevada",814
32003,Clark County,"Clark County, Nevada",96829
32005,Douglas County,"Douglas County, Nevada",996
32007,Elko County,"Elko County, Nevada",2292
32009,Esmeralda County,"Esmeralda County, Nevada",23
32011,Eureka County,"Eureka County, Nevada",0
32013,Humboldt County,"Humboldt County, Nevada",747
32015,Lander County,"Lander County, Nevada",151
32017,Lincoln County,"Lincoln County, Nevada",55
32019,Lyon County,"Lyon County, Nevada",1929
32021,Mineral County,"Mineral County, Nevada",251
32023,Nye County,"Nye County, Nevada",1626
32027,Pershing County,"Pershing County, Nevada",168
32029,Storey County,"Storey County, Nevada",139
32031,Washoe County,"Washoe County, Nevada",13664
32033,White Pine County,"White Pine County, Nevada",397
32510,Carson City,"Carson City, Nevada",1849
33001,Belknap County,"Belknap County, New Hampshire",1466
33003,Carroll County,"Carroll County, New Hampshire",1182
33005,Cheshire County,"Cheshire County, New Hampshire",1446
33007,Coos County,"Coos County, New Hampshire",818
33009,Grafton County,"Grafton County, New Hampshire",1958
33011,Hillsborough County,"Hillsborough County, New Hampshire",7928
33013,Merrimack County,"Merrimack County, New Hampshire",1863
33015,Rockingham County,"Rockingham County, New Hampshire",3317
33017,Strafford County,"Strafford County, New Hampshire",2135
33019,Sullivan County,"Sullivan County, New Hampshire",1338
34001,Atlantic County,"Atlantic County, New Jersey",11328
34003,Bergen County,"Bergen County, New Jersey",14492
34005,Burlington County,"Burlington County, New Jersey",7824
34007,Camden County,"Camden County, New Jersey",19961
34009,Cape May County,"Cape May County, New Jersey",2282
34011,Cumberland County,"Cumberland County, New Jersey",8557
34013,Essex County,"Essex County, New Jersey",41171
34015,Gloucester County,"Gloucester County, New Jersey",5356
34017,Hudson County,"Hudson County, New Jersey",30069
34019,Hunterdon County,"Hunterdon County, New Jersey",1174
34021,Mercer County,"Mercer County, New Jersey",12211
34023,Middlesex County,"Middlesex County, New Jersey",19840
34025,Monmouth County,"Monmouth County, New Jersey",11995
34027,Morris County,"Morris County, New Jersey",5399
34029,Ocean County,"Ocean County, New Jersey",22836
34031,Passaic County,"Passaic County, New Jersey",29449
34033,Salem County,"Salem County, New Jersey",2755
34035,Somerset County,"Somerset County, New Jersey",4409
34037,Sussex County,"Sussex County, New Jersey",1736
34039,Union County,"Union County, New Jersey",17044
34041,Warren County,"Warren County, New Jersey",2306
35001,Bernalillo County,"Bernalillo County, New Mexico",35059
35003,Catron County,"Catron County, New Mexico",123
35005,Chaves County,"Chaves County, New Mexico",4527
35006,Cibola County,"Cibola County, New Mexico",2052
35007,Colfax County,"Colfax County, New Mexico",695
35009,Curry County,"Curry County, New Mexico",3965
35011,De Baca County,"De Baca County, New Mexico",103
35013,Doña Ana County,"Doña Ana County, New Mexico",20366
35015,Eddy County,"Eddy County, New Mexico",2840
35017,Grant County,"Grant County, New Mexico",2047
35019,Guadalupe County,"Guadalupe County, New Mexico",189
35021,Harding County,"Harding County, New Mexico",23
35023,Hidalgo County,"Hidalgo County, New Mexico",325
35025,Lea County,"Lea County, New Mexico",4416
35027,Lincoln County,"Lincoln County, New Mexico",479
35028,Los Alamos County,"Los Alamos County, New Mexico",129
35029,Luna County,"Luna County, New Mexico",2341
35031,McKinley County,"McKinley County, New Mexico",9063
35033,Mora County,"Mora County, New Mexico",202
35035,Otero County,"Otero County, New Mexico",4764
35037,Quay County,"Quay County, New Mexico",752
35039,Rio Arriba County,"Rio Arriba County, New Mexico",2637
35041,Roosevelt County,"Roosevelt County, New Mexico",1413
35043,Sandoval County,"Sandoval County, New Mexico",5545
35045,San Juan County,"San Juan County, New Mexico",9096
35047,San Miguel County,"San Miguel County, New Mexico",1785
35049,Santa Fe County,"Santa Fe County, New Mexico",4968
35051,Sierra County,"Sierra County, New Mexico",661
35053,Socorro County,"Socorro County, New Mexico",1367
35055,Taos County,"Taos County, New Mexico",1380
35057,Torrance County,"Torrance County, New Mexico",916
35059,Union County,"Union County, New Mexico",281
35061,Valencia County,"Valencia County, New Mexico",3922
36001,Albany County,"Albany County, New York",9092
36003,Allegany County,"Allegany County, New York",2459
36005,Bronx County,"Bronx County, New York",137137
36007,Broome County,"Broome County, New York",8813
36009,Cattaraugus County,"Cattaraugus County, New York",3862
36011,Cayuga County,"Cayuga County, New York",2633
36013,Chautauqua County,"Chautauqua County, New York",7316
36015,Chemung County,"Chemung County, New York",3476
36017,Chenango County,"Chenango County, New York",1641
36019,Clinton County,"Clinton County, New York",2943
36021,Columbia County,"Columbia County, New York",1593
36023,Cortland County,"Cortland County, New York",1628
36025,Delaware County,"Delaware County, New York",2277
36027,Dutchess County,"Dutchess County, New York",6347
36029,Erie County,"Erie County, New York",38811
36031,Essex County,"Essex County, New York",778
36033,Franklin County,"Franklin County, New York",2587
36035,Fulton County,"Fulton County, New York",2225
36037,Genesee County,"Genesee County, New York",1804
36039,Greene County,"Greene County, New York",1320
36041,Hamilton County,"Hamilton County, New York",62
36043,Herkimer County,"Herkimer County, New York",2532
36045,Jefferson County,"Jefferson County, New York",5185
36047,Kings County,"Kings County, New York",160058
36049,Lewis County,"Lewis County, New York",1312
36051,Livingston County,"Livingston County, New York",1729
36053,Madison County,"Madison County, New York",1509
36055,Monroe County,"Monroe County, New York",32474
36057,Montgomery County,"Montgomery County, New York",3654
36059,Nassau County,"Nassau County, New York",19488
36061,New York County,"New York County, New York",48253
36063,Niagara County,"Niagara County, New York",8305
36065,Oneida County,"Oneida County, New York",11252
36067,Onondaga County,"Onondaga County, New York",19903
36069,Ontario County,"Ontario County, New York",2494
36071,Orange County,"Orange County, New York",17281
36073,Orleans County,"Orleans County, New York",1573
36075,Oswego County,"Oswego County, New York",6583
36077,Otsego County,"Otsego County, New York",1638
36079,Putnam County,"Putnam County, New York",768
36081,Queens County,"Queens County, New York",72182
36083,Rensselaer County,"Rensselaer County, New York",5505
36085,Richmond County,"Richmond County, New York",15700
36087,Rockland County,"Rockland County, New York",21699
36089,St. Lawrence County,"St. Lawrence County, New York",5646
36091,Saratoga County,"Saratoga County, New York",3094
36093,Schenectady County,"Schenectady County, New York",5594
36095,Schoharie County,"Schoharie County, New York",897
36097,Schuyler County,"Schuyler County, New York",720
36099,Seneca County,"Seneca County, New York",957
36101,Steuben County,"Steuben County, New York",3996
36103,Suffolk County,"Suffolk County, New York",28414
36105,Sullivan County,"Sullivan County, New York",3745
36107,Tioga County,"Tioga County, New York",1282
36109,Tompkins County,"Tompkins County, New York",2010
36111,Ulster County,"Ulster County, New York",5333
36113,Warren County,"Warren County, New York",1253
36115,Washington County,"Washington County, New York",1743
36117,Wayne County,"Wayne County, New York",3278
36119,Westchester County,"Westchester County, New York",22051
36121,Wyoming County,"Wyoming County, New York",1026
36123,Yates County,"Yates County, New York",993
37001,Alamance County,"Alamance County, North Carolina",8961
37003,Alexander County,"Alexander County, North Carolina",1769
37005,Alleghany County,"Alleghany County, North Carolina",756
37007,Anson County,"Anson County, North Carolina",1441
37009,Ashe County,"Ashe County, North Carolina",1111
37011,Avery County,"Avery County, North Carolina",478
37013,Beaufort County,"Beaufort County, North Carolina",2766
37015,Bertie County,"Bertie County, North Carolina",1320
37017,Bladen County,"Bladen County, North Carolina",2263
37019,Brunswick County,"Brunswick County, North Carolina",3826
37021,Buncombe County,"Buncombe County, North Carolina",8139
37023,Burke County,"Burke County, North Carolina",4384
37025,Cabarrus County,"Cabarrus County, North Carolina",7792
37027,Caldwell County,"Caldwell County, North Carolina",3205
37029,Camden County,"Camden County, North Carolina",379
37031,Carteret County,"Carteret County, North Carolina",1693
37033,Caswell County,"Caswell County, North Carolina",1294
37035,Catawba County,"Catawba County, North Carolina",6331
37037,Chatham County,"Chatham County, North Carolina",2265
37039,Cherokee County,"Cherokee County, North Carolina",1202
37041,Chowan County,"Chowan County, North Carolina",662
37043,Clay County,"Clay County, North Carolina",419
37045,Cleveland County,"Cleveland County, North Carolina",6201
37047,Columbus County,"Columbus County, North Carolina",4033
37049,Craven County,"Craven County, North Carolina",5219
37051,Cumberland County,"Cumberland County, North Carolina",20974
37053,Currituck County,"Currituck County, North Carolina",613
37055,Dare County,"Dare County, North Carolina",1015
37057,Davidson County,"Davidson County, North Carolina",8451
37059,Davie County,"Davie County, North Carolina",2057
37061,Duplin County,"Duplin County, North Carolina",4772
37063,Durham County,"Durham County, North Carolina",15311
37065,Edgecombe County,"Edgecombe County, North Carolina",4379
37067,Forsyth County,"Forsyth County, North Carolina",22322
37069,Franklin County,"Franklin County, North Carolina",2793
37071,Gaston County,"Gaston County, North Carolina",10002
37073,Gates County,"Gates County, North Carolina",531
37075,Graham County,"Graham County, North Carolina",376
37077,Granville County,"Granville County, North Carolina",2676
37079,Greene County,"Greene County, North Carolina",1490
37081,Guilford County,"Guilford County, North Carolina",26787
37083,Halifax County,"Halifax County, North Carolina",4021
37085,Harnett County,"Harnett County, North Carolina",7405
37087,Haywood County,"Haywood County, North Carolina",2423
37089,Henderson County,"Henderson County, North Carolina",3850
37091,Hertford County,"Hertford County, North Carolina",1450
37093,Hoke County,"Hoke County, North Carolina",3743
37095,Hyde County,"Hyde County, North Carolina",413
37097,Iredell County,"Iredell County, North Carolina",6254
37099,Jackson County,"Jackson County, North Carolina",1748
37101,Johnston County,"Johnston County, North Carolina",9614
37103,Jones County,"Jones County, North Carolina",666
37105,Lee County,"Lee County, North Carolina",3315
37107,Lenoir County,"Lenoir County, North Carolina",4887
37109,Lincoln County,"Lincoln County, North Carolina",3122
37111,McDowell County,"McDowell County, North Carolina",2019
37113,Macon County,"Macon County, North Carolina",1582
37115,Madison County,"Madison County, North Carolina",619
37117,Martin County,"Martin County, North Carolina",1370
37119,Mecklenburg County,"Mecklenburg County, North Carolina",41529
37121,Mitchell County,"Mitchell County, North Carolina",461
37123,Montgomery County,"Montgomery County, North Carolina",1611
37125,Moore County,"Moore County, North Carolina",3599
37127,Nash County,"Nash County, North Carolina",4275
37129,New Hanover County,"New Hanover County, North Carolina",8322
37131,Northampton County,"Northampton County, North Carolina",1310
37133,Onslow County,"Onslow County, North Carolina",8419
37135,Orange County,"Orange County, North Carolina",3228
37137,Pamlico County,"Pamlico County, North Carolina",391
37139,Pasquotank County,"Pasquotank County, North Carolina",1933
37141,Pender County,"Pender County, North Carolina",2627
37143,Perquimans County,"Perquimans County, North Carolina",470
37145,Person County,"Person County, North Carolina",2804
37147,Pitt County,"Pitt County, North Carolina",10441
37149,Polk County,"Polk County, North Carolina",488
37151,Randolph County,"Randolph County, North Carolina",7150
37153,Richmond County,"Richmond County, North Carolina",4152
37155,Robeson County,"Robeson County, North Carolina",13230
37157,Rockingham County,"Rockingham County, North Carolina",4824
37159,Rowan County,"Rowan County, North Carolina",7672
37161,Rutherford County,"Rutherford County, North Carolina",3435
37163,Sampson County,"Sampson County, North Carolina",4896
37165,Scotland County,"Scotland County, North Carolina",3330
37167,Stanly County,"Stanly County, North Carolina",2920
37169,Stokes County,"Stokes County, North Carolina",1714
37171,Surry County,"Surry County, North Carolina",3641
37173,Swain County,"Swain County, North Carolina",911
37175,Transylvania County,"Transylvania County, North Carolina",1404
37177,Tyrrell County,"Tyrrell County, North Carolina",259
37179,Union County,"Union County, North Carolina",6839
37181,Vance County,"Vance County, North Carolina",3195
37183,Wake County,"Wake County, North Carolina",30625
37185,Warren County,"Warren County, North Carolina",1018
37187,Washington County,"Washington County, North Carolina",1027
37189,Watauga County,"Watauga County, North Carolina",1344
37191,Wayne County,"Wayne County, North Carolina",9447
37193,Wilkes County,"Wilkes County, North Carolina",4049
37195,Wilson County,"Wilson County, North Carolina",6042
37197,Yadkin County,"Yadkin County, North Carolina",2154
37199,Yancey County,"Yancey County, North Carolina",732
38001,Adams County,"Adams County, North Dakota",30
38003,Barnes County,"Barnes County, North Dakota",258
38005,Benson County,"Benson County, North Dakota",1143
38007,Billings County,"Billings County, North Dakota",22
38009,Bottineau County,"Bottineau County, North Dakota",220
38011,Bowman County,"Bowman County, North Dakota",41
38013,Burke County,"Burke County, North Dakota",39
38015,Burleigh County,"Burleigh County, North Dakota",1625
38017,Cass County,"Cass County, North Dakota",3949
38019,Cavalier County,"Cavalier County, North Dakota",133
38021,Dickey County,"Dickey County, North Dakota",32
38023,Divide County,"Divide County, North Dakota",24
38025,Dunn County,"Dunn County, North Dakota",61
38027,Eddy County,"Eddy County, North Dakota",50
38029,Emmons County,"Emmons County, North Dakota",16
38031,Foster County,"Foster County, North Dakota",43
38033,Golden Valley County,"Golden Valley County, North Dakota",17
38035,Grand Forks County,"Grand Forks County, North Dakota",2005
38037,Grant County,"Grant County, North Dakota",70
38039,Griggs County,"Griggs County, North Dakota",60
38041,Hettinger County,"Hettinger County, North Dakota",57
38043,Kidder County,"Kidder County, North Dakota",60
38045,LaMoure County,"LaMoure County, North Dakota",221
38047,Logan County,"Logan County, North Dakota",11
38049,McHenry County,"McHenry County, North Dakota",83
38051,McIntosh County,"McIntosh County, North Dakota",43
38053,McKenzie County,"McKenzie County, North Dakota",645
38055,McLean County,"McLean County, North Dakota",181
38057,Mercer County,"Mercer County, North Dakota",146
38059,Morton County,"Morton County, North Dakota",414
38061,Mountrail County,"Mountrail County, North Dakota",398
38063,Nelson County,"Nelson County, North Dakota",92
38065,Oliver County,"Oliver County, North Dakota",55
38067,Pembina County,"Pembina County, North Dakota",68
38069,Pierce County,"Pierce County, North Dakota",235
38071,Ramsey County,"Ramsey County, North Dakota",366
38073,Ransom County,"Ransom County, North Dakota",59
38075,Renville County,"Renville County, North Dakota",14
38077,Richland County,"Richland County, North Dakota",352
38079,Rolette County,"Rolette County, North Dakota",1668
38081,Sargent County,"Sargent County, North Dakota",18
38083,Sheridan County,"Sheridan County, North Dakota",48
38085,Sioux County,"Sioux County, North Dakota",786
38087,Slope County,"Slope County, North Dakota",5
38089,Stark County,"Stark County, North Dakota",477
38091,Steele County,"Steele County, North Dakota",30
38093,Stutsman County,"Stutsman County, North Dakota",743
38095,Towner County,"Towner County, North Dakota",49
38097,Traill County,"Traill County, North Dakota",48
38099,Walsh County,"Walsh County, North Dakota",158
38101,Ward County,"Ward County, North Dakota",1582
38103,Wells County,"Wells County, North Dakota",67
38105,Williams County,"Williams County, North Dakota",663
39001,Adams County,"Adams County, Ohio",1947
39003,Allen County,"Allen County, Ohio",4841
39005,Ashland County,"Ashland County, Ohio",2526
39007,Ashtabula County,"Ashtabula County, Ohio",6305
39009,Athens County,"Athens County, Ohio",2771
39011,Auglaize County,"Auglaize County, Ohio",1203
39013,Belmont County,"Belmont County, Ohio",1954
39015,Brown County,"Brown County, Ohio",2047
39017,Butler County,"Butler County, Ohio",14384
39019,Carroll County,"Carroll County, Ohio",934
39021,Champaign County,"Champaign County, Ohio",1232
39023,Clark County,"Clark County, Ohio",6369
39025,Clermont County,"Clermont County, Ohio",5180
39027,Clinton County,"Clinton County, Ohio",2205
39029,Columbiana County,"Columbiana County, Ohio",4601
39031,Coshocton County,"Coshocton County, Ohio",1825
39033,Crawford County,"Crawford County, Ohio",2009
39035,Cuyahoga County,"Cuyahoga County, Ohio",65578
39037,Darke County,"Darke County, Ohio",1869
39039,Defiance County,"Defiance County, Ohio",1474
39041,Delaware County,"Delaware County, Ohio",2852
39043,Erie County,"Erie County, Ohio",2696
39045,Fairfield County,"Fairfield County, Ohio",4340
39047,Fayette County,"Fayette County, Ohio",1578
39049,Franklin County,"Franklin County, Ohio",67580
39051,Fulton County,"Fulton County, Ohio",996
39053,Gallia County,"Gallia County, Ohio",2006
39055,Geauga County,"Geauga County, Ohio",1283
39057,Greene County,"Greene County, Ohio",5442
39059,Guernsey County,"Guernsey County, Ohio",2769
39061,Hamilton County,"Hamilton County, Ohio",43200
39063,Hancock County,"Hancock County, Ohio",2255
39065,Hardin County,"Hardin County, Ohio",1211
39067,Harrison County,"Harrison County, Ohio",735
39069,Henry County,"Henry County, Ohio",861
39071,Highland County,"Highland County, Ohio",2797
39073,Hocking County,"Hocking County, Ohio",1183
39075,Holmes County,"Holmes County, Ohio",1919
39077,Huron County,"Huron County, Ohio",2629
39079,Jackson County,"Jackson County, Ohio",2087
39081,Jefferson County,"Jefferson County, Ohio",3418
39083,Knox County,"Knox County, Ohio",2798
39085,Lake County,"Lake County, Ohio",5292
39087,Lawrence County,"Lawrence County, Ohio",3203
39089,Licking County,"Licking County, Ohio",5988
39091,Logan County,"Logan County, Ohio",1558
39093,Lorain County,"Lorain County, Ohio",13854
39095,Lucas County,"Lucas County, Ohio",25778
39097,Madison County,"Madison County, Ohio",1142
39099,Mahoning County,"Mahoning County, Ohio",12569
39101,Marion County,"Marion County, Ohio",2878
39103,Medina County,"Medina County, Ohio",3205
39105,Meigs County,"Meigs County, Ohio",1171
39107,Mercer County,"Mercer County, Ohio",927
39109,Miami County,"Miami County, Ohio",2631
39111,Monroe County,"Monroe County, Ohio",724
39113,Montgomery County,"Montgomery County, Ohio",29237
39115,Morgan County,"Morgan County, Ohio",840
39117,Morrow County,"Morrow County, Ohio",989
39119,Muskingum County,"Muskingum County, Ohio",4665
39121,Noble County,"Noble County, Ohio",711
39123,Ottawa County,"Ottawa County, Ohio",1221
39125,Paulding County,"Paulding County, Ohio",477
39127,Perry County,"Perry County, Ohio",2228
39129,Pickaway County,"Pickaway County, Ohio",2131
39131,Pike County,"Pike County, Ohio",1638
39133,Portage County,"Portage County, Ohio",4800
39135,Preble County,"Preble County, Ohio",1164
39137,Putnam County,"Putnam County, Ohio",971
39139,Richland County,"Richland County, Ohio",4722
39141,Ross County,"Ross County, Ohio",3558
39143,Sandusky County,"Sandusky County, Ohio",2005
39145,Scioto County,"Scioto County, Ohio",5013
39147,Seneca County,"Seneca County, Ohio",2155
39149,Shelby County,"Shelby County, Ohio",1362
39151,Stark County,"Stark County, Ohio",16754
39153,Summit County,"Summit County, Ohio",21587
39155,Trumbull County,"Trumbull County, Ohio",11610
39157,Tuscarawas County,"Tuscarawas County, Ohio",3901
39159,Union County,"Union County, Ohio",911
39161,Van Wert County,"Van Wert County, Ohio",895
39163,Vinton County,"Vinton County, Ohio",845
39165,Warren County,"Warren County, Ohio",2739
39167,Washington County,"Washington County, Ohio",2250
39169,Wayne County,"Wayne County, Ohio",4571
39171,Williams County,"Williams County, Ohio",1367
39173,Wood County,"Wood County, Ohio",2966
39175,Wyandot County,"Wyandot County, Ohio",267
40001,Adair County,"Adair County, Oklahoma",2423
40003,Alfalfa County,"Alfalfa County, Oklahoma",120
40005,Atoka County,"Atoka County, Oklahoma",827
40007,Beaver County,"Beaver County, Oklahoma",207
40009,Beckham County,"Beckham County, Oklahoma",1308
40011,Blaine County,"Blaine County, Oklahoma",289
40013,Bryan County,"Bryan County, Oklahoma",2283
40015,Caddo County,"Caddo County, Oklahoma",1871
40017,Canadian County,"Canadian County, Oklahoma",3868
40019,Carter County,"Carter County, Oklahoma",2545
40021,Cherokee County,"Cherokee County, Oklahoma",2934
40023,Choctaw County,"Choctaw County, Oklahoma",1302
40025,Cimarron County,"Cimarron County, Oklahoma",136
40027,Cleveland County,"Cleveland County, Oklahoma",6468
40029,Coal County,"Coal County, Oklahoma",426
40031,Comanche County,"Comanche County, Oklahoma",6256
40033,Cotton County,"Cotton County, Oklahoma",270
40035,Craig County,"Craig County, Oklahoma",766
40037,Creek County,"Creek County, Oklahoma",3680
40039,Custer County,"Custer County, Oklahoma",1301
40041,Delaware County,"Delaware County, Oklahoma",2584
40043,Dewey County,"Dewey County, Oklahoma",363
40045,Ellis County,"Ellis County, Oklahoma",208
40047,Garfield County,"Garfield County, Oklahoma",3038
40049,Garvin County,"Garvin County, Oklahoma",1366
40051,Grady County,"Grady County, Oklahoma",1936
40053,Grant County,"Grant County, Oklahoma",84
40055,Greer County,"Greer County, Oklahoma",280
40057,Harmon County,"Harmon County, Oklahoma",101
40059,Harper County,"Harper County, Oklahoma",137
40061,Haskell County,"Haskell County, Oklahoma",736
40063,Hughes County,"Hughes County, Oklahoma",868
40065,Jackson County,"Jackson County, Oklahoma",1651
40067,Jefferson County,"Jefferson County, Oklahoma",507
40069,Johnston County,"Johnston County, Oklahoma",858
40071,Kay County,"Kay County, Oklahoma",2770
40073,Kingfisher County,"Kingfisher County, Oklahoma",663
40075,Kiowa County,"Kiowa County, Oklahoma",718
40077,Latimer County,"Latimer County, Oklahoma",600
40079,Le Flore County,"Le Flore County, Oklahoma",3549
40081,Lincoln County,"Lincoln County, Oklahoma",1476
40083,Logan County,"Logan County, Oklahoma",1969
40085,Love County,"Love County, Oklahoma",493
40087,McClain County,"McClain County, Oklahoma",981
40089,McCurtain County,"McCurtain County, Oklahoma",2519
40091,McIntosh County,"McIntosh County, Oklahoma",1277
40093,Major County,"Major County, Oklahoma",329
40095,Marshall County,"Marshall County, Oklahoma",876
40097,Mayes County,"Mayes County, Oklahoma",2337
40099,Murray County,"Murray County, Oklahoma",668
40101,Muskogee County,"Muskogee County, Oklahoma",4859
40103,Noble County,"Noble County, Oklahoma",332
40105,Nowata County,"Nowata County, Oklahoma",498
40107,Okfuskee County,"Okfuskee County, Oklahoma",925
40109,Oklahoma County,"Oklahoma County, Oklahoma",47132
40111,Okmulgee County,"Okmulgee County, Oklahoma",2421
40113,Osage County,"Osage County, Oklahoma",2490
40115,Ottawa County,"Ottawa County, Oklahoma",2367
40117,Pawnee County,"Pawnee County, Oklahoma",779
40119,Payne County,"Payne County, Oklahoma",3365
40121,Pittsburg County,"Pittsburg County, Oklahoma",2070
40123,Pontotoc County,"Pontotoc County, Oklahoma",1734
40125,Pottawatomie County,"Pottawatomie County, Oklahoma",3414
40127,Pushmataha County,"Pushmataha County, Oklahoma",665
40129,Roger Mills County,"Roger Mills County, Oklahoma",225
40131,Rogers County,"Rogers County, Oklahoma",3070
40133,Seminole County,"Seminole County, Oklahoma",1672
